name,category,city,address,website,email,phone,reviews_rating,num_reviews,description,schedule,auxiliar(borrar)
Meduza Club,Discoteca,Barcelona,"Carrer d'Alcolea, 98, Sants-Montjuïc, 08014 Barcelona",m.facebook.com,NO_EMAIL,695922053,3.9,315,NOT_FOUND,"[{'day': 'viernes', 'hours': '23:00–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0023:00–24:00'}, {'day': 'domingo', 'hours': '0:00–6:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}]",NOT_FOUND
Switch,Bar,NO_CITY,"Carrer de Francisco Giner, 24, Gràcia, 08012 Barcelona",instagram.com,NO_EMAIL,NO_PHONE,4.3,297,NOT_FOUND,"[{'day': 'viernes', 'hours': '22:00–3:00'}, {'day': 'sábado', 'hours': '22:00–3:00'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': '22:00–2:30'}, {'day': 'jueves', 'hours': '22:00–2:30'}]",NOT_FOUND
MutiClub,Coctelería,Barcelona,"Carrer de Còrsega, 318, L'Eixample, 08037 Barcelona",instagram.com,NO_EMAIL,933885866,4.4,292,NOT_FOUND,"[{'day': 'viernes', 'hours': '18:00–3:00'}, {'day': 'sábado', 'hours': '18:00–3:00'}, {'day': 'domingo', 'hours': '18:00–1:30'}, {'day': 'lunes', 'hours': '20:00–1:30'}, {'day': 'martes', 'hours': '19:00–2:00'}, {'day': 'miércoles', 'hours': '19:00–2:00'}, {'day': 'jueves', 'hours': '18:00–2:30'}]",NOT_FOUND
Contraste,Karaoke,NO_CITY,"C/ de Muntaner, 130, L'Eixample, 08036 Barcelona",NO_WEBSITE,,NO_PHONE,2.9,291,"Cócteles, refrescos y combinados en un bar de copas con karaoke, disponible para fiestas y eventos privados.","[{'day': 'viernes', 'hours': '22:00–4:00'}, {'day': 'sábado', 'hours': '22:00–4:00'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}]",NOT_FOUND
Blue Space Aragó,Bar musical,Barcelona,"Carrer d'Aragó, 595, Sant Martí, 08026 Barcelona",facebook.com,NO_EMAIL,605153636,3.9,280,"Bar animado, con DJ, narguiles y cócteles clásicos, donde se pueden pedir botellas enteras.","[{'day': 'viernes', 'hours': '21:00–3:30'}, {'day': 'sábado', 'hours': '21:00–3:30'}, {'day': 'domingo', 'hours': '21:00–3:00'}, {'day': 'lunes', 'hours': '21:00–3:00'}, {'day': 'martes', 'hours': '21:00–3:00'}, {'day': 'miércoles', 'hours': '21:00–3:00'}, {'day': 'jueves', 'hours': '21:00–3:00'}]",NOT_FOUND
Coyotes Disco Pub Barcelona,Discoteca,Barcelona,"Carrer del Tenor Masini, 65, Sants-Montjuïc, 08028 Barcelona",coyotes.eatbu.com,NO_EMAIL,622045829,4.0,275,NOT_FOUND,"[{'day': 'viernes', 'hours': '0:00–6:00'}, {'day': 'sábado', 'hours': '0:00–6:00'}, {'day': 'domingo', 'hours': '0:00–6:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}]",Reclamar esta empresa
Atlantic Club Barcelona,Recinto para eventos,Barcelona,"Av. del Tibidabo, 56, Sarrià-Sant Gervasi, 08035 Barcelona",atlanticbarcelona.com,NO_EMAIL,675273071,3.9,275,Música comercial en una amplia discoteca de estilo modernista con terraza ajardinada y vistas a Barcelona.,"[{'day': 'viernes', 'hours': 'Cerrado'}, {'day': 'sábado', 'hours': '12:00–18:00'}, {'day': 'domingo', 'hours': '12:00–18:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}]",Reclamar esta empresa
Casablanca Hospitalet,Bar musical,NO_CITY,"Carrer de Rodés, 32, 34, 08901 L'HOSPITALET, Barcelona",NO_WEBSITE,,NO_PHONE,4.1,272,NOT_FOUND,"[{'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}, {'day': 'viernes', 'hours': '19:00–3:30'}, {'day': 'sábado', 'hours': '19:00–3:30'}, {'day': 'domingo', 'hours': 'Cerrado'}]",NOT_FOUND
Topxi music,Club musical,Barcelona,"Carrer de València, 358, L'Eixample, 08029 Barcelona",topximusic.com,NO_EMAIL,NO_PHONE,3.7,272,NOT_FOUND,"[{'day': 'viernes', 'hours': '0:30–5:00'}, {'day': 'sábado', 'hours': '0:30–6:00'}, {'day': 'domingo', 'hours': '0:30–6:00'}, {'day': 'lunes', 'hours': '0:30–5:00'}, {'day': 'martes', 'hours': '0:30–5:00'}, {'day': 'miércoles', 'hours': '0:30–5:00'}, {'day': 'jueves', 'hours': '0:30–5:00'}]",NOT_FOUND
Bodega Juan Carlos,Bar,NO_CITY,"Carrer de Castelao, 28, 08902 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,,NO_PHONE,4.5,260,NOT_FOUND,"[{'day': 'lunes', 'hours': '7:30–20:30'}, {'day': 'martes', 'hours': '7:30–20:30'}, {'day': 'miércoles', 'hours': '7:30–20:30'}, {'day': 'jueves', 'hours': '7:30–20:30'}, {'day': 'viernes', 'hours': '7:30–20:30'}, {'day': 'sábado', 'hours': '9:00–15:00'}, {'day': 'domingo', 'hours': '9:00–15:00'}]",NOT_FOUND
RED58,Club nocturno,NO_CITY,"Carrer del Consell de Cent, 280, L'Eixample, 08007 Barcelona",red58.club,NO_EMAIL,NO_PHONE,4.2,224,NOT_FOUND,"[{'day': 'viernes', 'hours': '23:59–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0023:59–24:00'}, {'day': 'domingo', 'hours': '0:00–6:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}]",NOT_FOUND
Garage 442,Bar musical,Barcelona,"Av. Diagonal, 442, L'Eixample, 08037 Barcelona",garage442.com,NO_EMAIL,934152231,4.3,222,NOT_FOUND,"[{'day': 'viernes', 'hours': '22:30–3:00'}, {'day': 'sábado', 'hours': '22:30–3:00'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': '22:30–2:30'}, {'day': 'jueves', 'hours': '22:30–2:30'}]",Amigable con la comunidad LGTBI+
PULSA9,Restaurante,NO_CITY,"Plaça de les Palmeres, 5, Sant Andreu, 08030 Barcelona",NO_WEBSITE,,NO_PHONE,4.1,214,NOT_FOUND,NOT_FOUND,NOT_FOUND
Disco Bar Mami,Discoteca,Barcelona,"Carrer de Sants, 443, Sants-Montjuïc, 08028 Barcelona",m.facebook.com,NO_EMAIL,671296949,3.1,211,NOT_FOUND,"[{'day': 'viernes', 'hours': '22:30–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0022:30–24:00'}, {'day': 'domingo', 'hours': '0:00–6:0022:30–24:00'}, {'day': 'lunes', 'hours': '0:00–5:0022:30–24:00'}, {'day': 'martes', 'hours': '0:00–5:0022:00–24:00'}, {'day': 'miércoles', 'hours': '0:00–5:0022:30–24:00'}, {'day': 'jueves', 'hours': '0:00–5:00'}]",Reservar una mesa
G Y PUNTO,Bar musical,Sant Andreu de la Barca,"El Palau, Av. Constitució, 111, 08740 Sant Andreu de la Barca, Barcelona",facebook.com,NO_EMAIL,655237461,3.8,206,NOT_FOUND,"[{'day': 'viernes', 'hours': '22:00–3:30'}, {'day': 'sábado', 'hours': '22:00–3:30'}, {'day': 'domingo', 'hours': '22:00–3:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': '22:00–3:00'}, {'day': 'miércoles', 'hours': '22:00–3:00'}, {'day': 'jueves', 'hours': '22:00–3:00'}]",Amigable con la comunidad LGTBI+
Enigma Music Bar,Club nocturno,NO_CITY,"Carrer del Taquígraf Garriga, 106, Les Corts, 08029 Barcelona",NO_WEBSITE,,NO_PHONE,4.1,206,"Bar de moda que ofrece cócteles, cachimbas y pista de baile en un local acogedor.","[{'day': 'viernes', 'hours': '23:00–3:30'}, {'day': 'sábado', 'hours': '23:00–3:30'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': '23:00–2:30'}]",NOT_FOUND
Ocean Barcelona,Discoteca,Barcelona,"Carrer de Balmes, 32, L'Eixample, 08007 Barcelona",oceanbcn.com,contact@mysite.com,937155661,3.7,205,NOT_FOUND,"[{'day': 'viernes', 'hours': '23:59–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0023:59–24:00'}, {'day': 'domingo', 'hours': '0:00–6:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': '22:30–24:00'}, {'day': 'miércoles', 'hours': '0:00–3:45'}, {'day': 'jueves', 'hours': 'Cerrado'}]",NOT_FOUND
Bar Bombo Maracana,Bar,NO_CITY,"Plaça de Mossèn Clapés, 23, Sant Andreu, 08030 Barcelona",NO_WEBSITE,,NO_PHONE,3.6,202,NOT_FOUND,"[{'day': 'viernes', 'hours': '6:00–24:00'}, {'day': 'sábado', 'hours': '6:00–24:00'}, {'day': 'domingo', 'hours': '6:00–24:00'}, {'day': 'lunes', 'hours': '6:00–24:00'}, {'day': 'martes', 'hours': '6:00–24:00'}, {'day': 'miércoles', 'hours': '6:00–24:00'}, {'day': 'jueves', 'hours': '6:00–24:00'}]",NOT_FOUND
Bar Musical Luna,Pub,L'Hospitalet de Llobregat,NOT_FOUND,"Av. de Josep Tarradellas i Joan, 197, 08901 L'Hospitalet de Llobregat, Barcelona",NO_EMAIL,615348505,3.8,199,NOT_FOUND,"[{'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': '18:00–3:00'}, {'day': 'miércoles', 'hours': '18:00–3:00'}, {'day': 'jueves', 'hours': '18:00–3:00'}, {'day': 'viernes', 'hours': '18:00–3:00'}, {'day': 'sábado', 'hours': '18:00–3:00'}, {'day': 'domingo', 'hours': '18:00–3:00'}]",NOT_FOUND
Undead Dark Club,Discoteca,NO_CITY,"Carrer Violant d'Hongria, 128, Distrito de Sants-Montjuïc, 08028 Barcelona",undeadarkclub.com,NO_EMAIL,NO_PHONE,4.3,199,Oscuro local decorado con estatuas y armaduras especializado en música gothic rock o post punk.,"[{'day': 'viernes', 'hours': '0:30–5:00'}, {'day': 'sábado', 'hours': '0:30–6:00'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}]",NOT_FOUND
Bar Un Castillo,Bar,NO_CITY,"Carrer de Buïgas, 2, Sarrià-Sant Gervasi, 08017 Barcelona",NO_WEBSITE,,NO_PHONE,4.3,165,NOT_FOUND,"[{'day': 'viernes', 'hours': '7:00–21:00'}, {'day': 'sábado', 'hours': '7:00–12:00'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': '7:00–21:00'}, {'day': 'martes', 'hours': '7:00–21:00'}, {'day': 'miércoles', 'hours': '7:00–21:00'}, {'day': 'jueves', 'hours': '7:00–21:00'}]",NOT_FOUND
56 Lounge Bar,Lounge,NO_CITY,"Carrer de la Marina, 56, Sant Martí, 08005 Barcelona",NO_WEBSITE,,NO_PHONE,4.0,149,NOT_FOUND,"[{'day': 'viernes', 'hours': '16:00–3:00'}, {'day': 'sábado', 'hours': '16:00–3:00'}, {'day': 'domingo', 'hours': '16:00–3:00'}, {'day': 'lunes', 'hours': '17:00–2:30'}, {'day': 'martes', 'hours': '17:00–2:30'}, {'day': 'miércoles', 'hours': '17:00–2:30'}, {'day': 'jueves', 'hours': '17:00–2:30'}]",NOT_FOUND
Chica Club Barcelona,Discoteca,Barcelona,"Carrer del Rosselló, 217, Eixample, 08008 Barcelona",chicabcn.cat,NO_EMAIL,699232543,3.0,144,NOT_FOUND,"[{'day': 'viernes', 'hours': '22:00–5:00'}, {'day': 'sábado', 'hours': '22:00–5:00'}, {'day': 'domingo', 'hours': '22:00–5:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': '22:00–5:00'}, {'day': 'jueves', 'hours': '22:00–5:00'}]",NOT_FOUND
Bar Abanico,Pub,Barcelona,"Carrer del Camp, 3, Sarrià-Sant Gervasi, 08021 Barcelona",abanico-barcelona.com,info@abanico-barcelona.com,650291010,4.4,138,NOT_FOUND,"[{'day': 'viernes', 'hours': '23:00–3:00'}, {'day': 'sábado', 'hours': '23:00–3:00'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}]",NOT_FOUND
Sala River,Bar con música en directo,NO_CITY,"Carrer Santa Anna, 14, 08901 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,,NO_PHONE,4.6,136,NOT_FOUND,"[{'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': '20:00–1:00'}, {'day': 'viernes', 'hours': '23:00–3:00'}, {'day': 'sábado', 'hours': '19:30–3:00'}, {'day': 'domingo', 'hours': 'Cerrado'}]",NOT_FOUND
Albaicín,Bar,NO_CITY,"Carrer de Josep Pla, 6, 08901 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,,NO_PHONE,4.3,136,NOT_FOUND,"[{'day': 'lunes', 'hours': '6:15–23:00'}, {'day': 'martes', 'hours': '6:15–23:00'}, {'day': 'miércoles', 'hours': '6:15–23:00'}, {'day': 'jueves', 'hours': '6:15–23:00'}, {'day': 'viernes', 'hours': '6:15–23:00'}, {'day': 'sábado', 'hours': '7:30–23:00'}, {'day': 'domingo', 'hours': 'Cerrado'}]",NOT_FOUND
Bar Enka 3,Lounge,NO_CITY,"Carrer de Sants, 384, Les Corts, 08028 Barcelona",NO_WEBSITE,,NO_PHONE,3.5,132,NOT_FOUND,"[{'day': 'viernes', 'hours': '8:00–24:00'}, {'day': 'sábado', 'hours': '8:00–1:00'}, {'day': 'domingo', 'hours': '9:00–1:00'}, {'day': 'lunes', 'hours': '8:00–24:00'}, {'day': 'martes', 'hours': '8:00–24:00'}, {'day': 'miércoles', 'hours': '8:00–24:00'}, {'day': 'jueves', 'hours': '8:00–24:00'}]",NOT_FOUND
El Cangrejo Eixample,Bar gay,NO_CITY,"Carrer de Villarroel, 88, L'Eixample, 08011 Barcelona",NO_WEBSITE,,NO_PHONE,3.9,130,NOT_FOUND,"[{'day': 'viernes', 'hours': '22:45–3:00'}, {'day': 'sábado', 'hours': '22:45–3:00'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}]",NOT_FOUND
Lennon's Club,Discoteca,NO_CITY,"Av. Fabregada, 91, 08901 L'Hospitalet de Llobregat, Barcelona",lennonsclub.com,NO_EMAIL,NO_PHONE,3.8,118,NOT_FOUND,"[{'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}, {'day': 'viernes', 'hours': '21:00–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0021:00–24:00'}, {'day': 'domingo', 'hours': '0:00–6:00'}]",NOT_FOUND
LaKontra de Gràcia,Bar musical,Barcelona,"Plaça del Sol, 3, Local 1, Gràcia, 08012 Barcelona",lakontra.org,lakontradegracia@gmail.com,NO_PHONE,3.9,113,NOT_FOUND,"[{'day': 'viernes', 'hours': '12:00–3:00'}, {'day': 'sábado', 'hours': '12:00–3:00'}, {'day': 'domingo', 'hours': '12:00–19:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': '18:30–1:00'}, {'day': 'jueves', 'hours': '18:30–2:30'}]",Amigable con la comunidad LGTBI+
X.O. Lounge Bar,Bar con narguiles,Barcelona,"Carrer de Provença, 93, L'Eixample, 08029 Barcelona",linktr.ee,NO_EMAIL,670684062,4.9,108,NOT_FOUND,"[{'day': 'viernes', 'hours': '18:00–2:00'}, {'day': 'sábado', 'hours': '18:00–2:00'}, {'day': 'domingo', 'hours': '18:00–1:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': '18:00–1:00'}]",Menú
Manolo's Bar,Bar,NO_CITY,"Carrer de Garcilaso, 161, Sant Andreu, 08027 Barcelona",NO_WEBSITE,,NO_PHONE,4.5,104,NOT_FOUND,"[{'day': 'viernes', 'hours': '8:00–23:00'}, {'day': 'sábado', 'hours': '8:00–23:00'}, {'day': 'domingo', 'hours': '8:00–23:00'}, {'day': 'lunes', 'hours': '8:00–23:00'}, {'day': 'martes', 'hours': '8:00–23:00'}, {'day': 'miércoles', 'hours': '8:00–23:00'}, {'day': 'jueves', 'hours': '8:00–23:00'}]",NOT_FOUND
Leounge Karaoke Bar,Karaoke,NO_CITY,"Carrer del Francolí, 68, Sarrià-Sant Gervasi, 08006 Barcelona",NO_WEBSITE,,NO_PHONE,4.3,102,Espejos y sofás de estilo barroco y toques en rojo crean ambiente en este bar musical apto para eventos.,"[{'day': 'viernes', 'hours': '18:00–2:30'}, {'day': 'sábado', 'hours': '12:00–2:30'}, {'day': 'domingo', 'hours': '12:30–24:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': '18:00–23:30'}]",NOT_FOUND
Telephone nightbar,Club nocturno,Barcelona,"Carrer d'Aribau, 87, L'Eixample, 08036 Barcelona",instagram.com,NO_EMAIL,NO_PHONE,4.7,92,NOT_FOUND,"[{'day': 'viernes', 'hours': '20:00–3:30'}, {'day': 'sábado', 'hours': '20:00–3:30'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': '20:00–4:00'}, {'day': 'miércoles', 'hours': '20:00–2:30'}, {'day': 'jueves', 'hours': '20:00–2:30'}]",NOT_FOUND
bar don restaurante,Bar,Barcelona,"Passeig de Torras i Bages, 45, Sant Andreu, 08030 Barcelona",NO_WEBSITE,,640303724,3.9,90,NOT_FOUND,"[{'day': 'viernes', 'hours': '7:00–22:00'}, {'day': 'sábado', 'hours': '7:00–22:00'}, {'day': 'domingo', 'hours': '7:00–22:00'}, {'day': 'lunes', 'hours': '7:00–22:00'}, {'day': 'martes', 'hours': '7:00–22:00'}, {'day': 'miércoles', 'hours': '7:00–22:00'}, {'day': 'jueves', 'hours': '7:00–22:00'}]",Reclamar esta empresa
Felina Barcelona Escorts,Club de entretenimiento para adultos,Barcelona,"Carrer de Can Bruixa, 42b, Les Corts, 08014 Barcelona",felinabcn.com,info@felinabcn.com,630333111,4.2,83,NOT_FOUND,"[{'day': 'viernes', 'hours': 'Abierto 24 horas'}, {'day': 'sábado', 'hours': 'Abierto 24 horas'}, {'day': 'domingo', 'hours': 'Abierto 24 horas'}, {'day': 'lunes', 'hours': 'Abierto 24 horas'}, {'day': 'martes', 'hours': 'Abierto 24 horas'}, {'day': 'miércoles', 'hours': 'Abierto 24 horas'}, {'day': 'jueves', 'hours': 'Abierto 24 horas'}]",Amigable con la comunidad LGTBI+
El Bosque Salvaje y Mutante - Escape Room y Cumpleaños para Niños,Centro de ocio infantil,Barcelona,"Passatge de Nogués, 19, Local, Gracia, 08025 Barcelona",elbosquemutante.com,elbosquemutante@gmail.com,640805385,4.7,79,NOT_FOUND,"[{'day': 'viernes', 'hours': '10:00–22:00'}, {'day': 'sábado', 'hours': '10:00–22:00'}, {'day': 'domingo', 'hours': '10:00–22:00'}, {'day': 'lunes', 'hours': '10:00–22:00'}, {'day': 'martes', 'hours': '10:00–22:00'}, {'day': 'miércoles', 'hours': '10:00–22:00'}, {'day': 'jueves', 'hours': '10:00–22:00'}]",NOT_FOUND
El Monumento Bar,Lounge,NO_CITY,"Carrer del Farell, 25, Sants-Montjuïc, 08014 Barcelona",NO_WEBSITE,,NO_PHONE,3.8,76,NOT_FOUND,"[{'day': 'viernes', 'hours': '18:00–3:00'}, {'day': 'sábado', 'hours': '18:00–3:00'}, {'day': 'domingo', 'hours': '18:00–2:30'}, {'day': 'lunes', 'hours': '18:00–2:30'}, {'day': 'martes', 'hours': '18:00–2:30'}, {'day': 'miércoles', 'hours': '18:00–2:30'}, {'day': 'jueves', 'hours': '18:00–2:30'}]",NOT_FOUND
WOODY,Bar,Barcelona,"Plaça del Sol, 7, Gràcia, 08012 Barcelona",facebook.com,NO_EMAIL,625597645,3.1,74,Música jazz y cócteles en bar de copas revestido en madera con carteles de cine que sirve también tapas.,"[{'day': 'viernes', 'hours': '18:00–3:00'}, {'day': 'sábado', 'hours': '18:00–3:00'}, {'day': 'domingo', 'hours': '18:00–1:00'}, {'day': 'lunes', 'hours': '18:00–1:00'}, {'day': 'martes', 'hours': '18:00–1:00'}, {'day': 'miércoles', 'hours': '18:00–1:00'}, {'day': 'jueves', 'hours': '18:00–1:00'}]",Reclamar esta empresa
Shisha Lounge Dejavu - Shisha Hospitalet del Llobregat,Lounge,NO_CITY,"Carrer de Pere Pelegrí, 32, 08906 Esplugues de Llobregat, Barcelona",NO_WEBSITE,,NO_PHONE,4.5,74,NOT_FOUND,"[{'day': 'lunes', 'hours': '20:00–2:30'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': '20:00–2:30'}, {'day': 'jueves', 'hours': '20:00–2:30'}, {'day': 'viernes', 'hours': '20:00–3:00'}, {'day': 'sábado', 'hours': '20:00–3:00'}, {'day': 'domingo', 'hours': '20:00–3:00'}]",NOT_FOUND
Nick Havanna,Discoteca,Barcelona,"Carrer del Rosselló, Eixample, 08008 Barcelona",m.facebook.com,NO_EMAIL,658303704,3.9,72,NOT_FOUND,"[{'day': 'viernes', 'hours': 'Cerrado'}, {'day': 'sábado', 'hours': 'Cerrado'}, {'day': 'domingo', 'hours': '6:00–23:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': '19:30–23:30'}]",Reclamar esta empresa
Shisha Hookha Barcelona Marrakech,Lounge,NO_CITY,"Carrer de Béjar, 66, Sants-Montjuïc, 08014 Barcelona",wa.link,NO_EMAIL,653717818,4.9,70,NOT_FOUND,"[{'day': 'viernes', 'hours': '14:30–2:30'}, {'day': 'sábado', 'hours': '14:30–2:30'}, {'day': 'domingo', 'hours': '14:30–24:00'}, {'day': 'lunes', 'hours': '14:30–24:00'}, {'day': 'martes', 'hours': '14:30–24:00'}, {'day': 'miércoles', 'hours': '14:30–24:00'}, {'day': 'jueves', 'hours': '14:30–24:00'}]",Menú
Wanasah Barcelona,Discoteca,Barcelona,Menú,"Av. de Sarrià, 44, Les Corts, 08029 Barcelona",NO_EMAIL,666317753,3.6,67,NOT_FOUND,"[{'day': 'viernes', 'hours': '0:00–5:0023:00–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0023:00–24:00'}, {'day': 'domingo', 'hours': '0:00–6:0023:00–24:00'}, {'day': 'lunes', 'hours': '0:00–5:0023:00–24:00'}, {'day': 'martes', 'hours': '0:00–5:0023:00–24:00'}, {'day': 'miércoles', 'hours': '0:00–5:0023:00–24:00'}, {'day': 'jueves', 'hours': '0:00–5:0023:00–24:00'}]",instagram.com
YASS! Barcelona | LGTBIQ+ Gay Party,Discoteca,Barcelona,"Carrer de Tarragona, 141, Sants-Montjuïc, 08014 Barcelona",yassparty.com,NO_EMAIL,934878342,3.7,65,NOT_FOUND,"[{'day': 'viernes', 'hours': 'Cerrado'}, {'day': 'sábado', 'hours': '23:45–24:00'}, {'day': 'domingo', 'hours': '0:00–6:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}]",Amigable con la comunidad LGTBI+
Los Panda Lounge,Lounge,Barcelona,"Carrer de la Independència, 326, Sant Martí, 08026 Barcelona",facebook.com,NO_EMAIL,634244970,4.8,60,NOT_FOUND,"[{'day': 'viernes', 'hours': '11:00–14:0016:00–22:00'}, {'day': 'sábado', 'hours': '16:00–22:00'}, {'day': 'domingo', 'hours': '16:00–22:00'}, {'day': 'lunes', 'hours': '11:00–14:0016:00–22:00'}, {'day': 'martes', 'hours': '11:00–14:0016:00–22:00'}, {'day': 'miércoles', 'hours': '11:00–14:0016:00–22:00'}, {'day': 'jueves', 'hours': '11:00–14:0016:00–22:00'}]",NOT_FOUND
Snoopy,Lounge,NO_CITY,"Carrer de Sant Jordi, 5, 08740 Sant Andreu de la Barca, Barcelona",NO_WEBSITE,,NO_PHONE,4.2,60,NOT_FOUND,"[{'day': 'viernes', 'hours': '11:00–22:00'}, {'day': 'sábado', 'hours': '11:00–22:00'}, {'day': 'domingo', 'hours': '11:00–22:00'}, {'day': 'lunes', 'hours': '11:00–22:00'}, {'day': 'martes', 'hours': '11:00–22:00'}, {'day': 'miércoles', 'hours': '11:00–22:00'}, {'day': 'jueves', 'hours': '11:00–22:00'}]",NOT_FOUND
Bar Anubis,Lounge,L'Hospitalet de Llobregat,"Carrer de Rafael Campalans, 166, 08903 L'Hospitalet de Llobregat, Barcelona",facebook.com,NO_EMAIL,933325692,3.9,58,NOT_FOUND,"[{'day': 'lunes', 'hours': '8:00–22:00'}, {'day': 'martes', 'hours': '8:00–22:00'}, {'day': 'miércoles', 'hours': '8:00–22:00'}, {'day': 'jueves', 'hours': '8:00–22:00'}, {'day': 'viernes', 'hours': '8:00–22:00'}, {'day': 'sábado', 'hours': '8:00–22:00'}, {'day': 'domingo', 'hours': '8:00–22:00'}]",NOT_FOUND
Maison Close Barcelona,Club de entretenimiento para adultos,Barcelona,"Pg. de Gràcia, 123, bajos, Gracia, 08008 Barcelona",maisonclose.com,reservas@maisonclose.com,626242275,4.3,57,NOT_FOUND,NOT_FOUND,Amigable con la comunidad LGTBI+
