name,category,city,address,website,email,phone,reviews_rating,num_reviews,description,schedule,auxiliar(borrar),img1,img2
Ballbreaker,Club de música rock,NO_CITY,"Carrer de Matilde, 7, Gràcia, 08012 Barcelona",NO_WEBSITE,,NO_PHONE,4.6,671,NOT_FOUND,"[{'day': 'viernes', 'hours': '19:00–3:00'}, {'day': 'sábado', 'hours': '19:00–3:00'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': '19:00–2:30'}, {'day': 'martes', 'hours': '19:00–2:30'}, {'day': 'miércoles', 'hours': '19:00–2:30'}, {'day': 'jueves', 'hours': '19:00–2:30'}]",NOT_FOUND,https://lh5.googleusercontent.com/p/AF1QipM1ETFArWx59gpjG5emmVnDW3Y9yYu1nulD7k0I=w122-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipM7wWnd01hCma0IVHL9uQrGn_-weQ6Ubjop1BO7=w408-h408-k-no
Karma Discoteca Bar,Discoteca,Barcelona,"Pl. Reial, 10, Ciutat Vella, 08002 Barcelona",karmadisco.com,info@karmadisco.com,933025680,3.8,658,"Discoteca abierta desde 1978, con música rock desde los 60 hasta la actualidad.","[{'day': 'viernes', 'hours': '0:00–5:0011:30–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0011:30–24:00'}, {'day': 'domingo', 'hours': '0:00–6:0011:30–24:00'}, {'day': 'lunes', 'hours': '0:00–2:3011:30–24:00'}, {'day': 'martes', 'hours': '0:00–2:3011:30–24:00'}, {'day': 'miércoles', 'hours': '0:00–2:3011:30–24:00'}, {'day': 'jueves', 'hours': '0:00–5:0011:30–24:00'}]",NOT_FOUND,https://lh5.googleusercontent.com/p/AF1QipO4BMsub3Zsi_U9u21SzXHnGTaLLcPgerWQQKTL=w138-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipOf1t-EXubIARliGPnSIBF5DSxSe-5EdUU7ga5g=w408-h306-k-no
Draco Premium Club,Discoteca,Barcelona,"Carrer de Ca l'Alegre de Dalt, 55, Gràcia, 08024 Barcelona",dracodisco.com,NO_EMAIL,620933417,4.4,654,NOT_FOUND,"[{'day': 'viernes', 'hours': '23:59–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0023:59–24:00'}, {'day': 'domingo', 'hours': '0:00–6:0023:59–24:00'}, {'day': 'lunes', 'hours': '0:00–5:00'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}]",Servicios,https://lh5.googleusercontent.com/p/AF1QipMy62TFrcsQLyJk8sDnX8-90362fUDPCHSF-AKL=w137-h92-k-no,https://lh3.googleusercontent.com/p/AF1QipOKWhUGTIvuHKgwJAWTxyj3WkTDdoT-WpJ3WGzk=w408-h738-k-no
L'Oncle Jack Music & Cocktail Bar,Bar musical,L'Hospitalet de Llobregat,"Carrer de les Roselles, 32, 08901 L'Hospitalet de Llobregat, Barcelona",mizuwaricocktailbar.es,NO_EMAIL,692123697,4.6,652,NOT_FOUND,"[{'day': 'viernes', 'hours': '18:00–3:00'}, {'day': 'sábado', 'hours': '17:00–3:00'}, {'day': 'domingo', 'hours': '17:00–22:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': '18:00–2:00'}, {'day': 'jueves', 'hours': '18:00–2:00'}]",NOT_FOUND,https://lh5.googleusercontent.com/p/AF1QipOniT6KKlwoTF7eiMINmXt3J2B12wFsipo-txbZ=w122-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipM9__E9xsN82MIUwhKrXccSVGd_7RRmwvoqDxMX=w426-h240-k-no
BLACK BOX,Discoteca,Barcelona,"Carrer de la Diputació, 233, L'Eixample, 08007 Barcelona",blackboxdisco.com,NO_EMAIL,934878342,3.7,636,Remezclas de canciones de los 80 y los 90 en discoteca de ambiente mixta con paredes rojas y columnas.,"[{'day': 'viernes', 'hours': '23:59–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0023:59–24:00'}, {'day': 'domingo', 'hours': '0:00–6:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}]",Servicios,https://lh5.googleusercontent.com/p/AF1QipN1LzZmUPvr1etH43uwFwRDARXsw15iOYfJruo=w138-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipMBYrGA4qBznCxrs92L8S2kYqV7ElijuvMFbbDz=w408-h612-k-no
Bartreze,Bar,Barcelona,"Carrer Major de Sarrià, 115, Sarrià-Sant Gervasi, 08017 Barcelona",bartreze.com,bartreze@outlook.es,932506499,4.2,626,NOT_FOUND,"[{'day': 'viernes', 'hours': '8:00–2:00'}, {'day': 'sábado', 'hours': '9:00–2:00'}, {'day': 'domingo', 'hours': '9:00–1:00'}, {'day': 'lunes', 'hours': '8:00–1:00'}, {'day': 'martes', 'hours': '8:00–1:00'}, {'day': 'miércoles', 'hours': '8:00–1:00'}, {'day': 'jueves', 'hours': '8:00–2:00'}]",NOT_FOUND,https://lh5.googleusercontent.com/p/AF1QipOdR5Wdn0EvMOxdayhR0GmbrZgzP4xYLN0x6cjj=w80-h106-k-no,https://lh5.googleusercontent.com/p/AF1QipMinWPlCYWD6wlb7EWuJzgFgEmfViELj2pieveD=w408-h272-k-no
Soda Acústic,Club de jazz,Barcelona,"Carrer de les Guilleries, 6, Gràcia, 08012 Barcelona",soda.cat,info@soda.cat,930165590,4.4,616,"Bar acogedor de estilo retro con conciertos de artistas locales de jazz, blues y otros géneros musicales.","[{'day': 'viernes', 'hours': '20:00–3:00'}, {'day': 'sábado', 'hours': '20:00–3:00'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': '20:00–2:00'}, {'day': 'miércoles', 'hours': '20:00–2:00'}, {'day': 'jueves', 'hours': '20:00–2:30'}]",NOT_FOUND,https://lh5.googleusercontent.com/p/AF1QipMH2VRDrBjcW0Wo3s4ub84ev6qHyIP-fqr8JmeY=w163-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipOfIKKDD9CbnIpfkG4W5sHYoSJnD3ALztJ4dWIq=w408-h272-k-no
Canela Dance Club,Discoteca,NO_CITY,"Carrer de Ca l'Alegre de Dalt, 55, Gràcia, 08024 Barcelona",NO_WEBSITE,,NO_PHONE,3.4,595,"Taburetes bajos, ambiente de baile e iluminación de colores en discoteca con rumba y música colombiana.","[{'day': 'viernes', 'hours': '0:00–6:00'}, {'day': 'sábado', 'hours': '0:00–6:00'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}]",NOT_FOUND,https://lh5.googleusercontent.com/p/AF1QipMTEPz1yvFec1gmj_hrfU8nwjg2IVmArR1zgnqV=w163-h92-k-no,https://lh3.googleusercontent.com/p/AF1QipM-moP7V9z86qFrM5LgaS6Rydb_H4rATFmiRMVV=w408-h789-k-no
SINGULAR Copas y Billares,Pub,Barcelona,"Carrer de Sant Antoni Maria Claret, 514, Sant Andreu, 08027 Barcelona",singularpub.com,NO_EMAIL,935181113,4.4,580,NOT_FOUND,"[{'day': 'viernes', 'hours': '18:00–2:30'}, {'day': 'sábado', 'hours': '16:00–2:30'}, {'day': 'domingo', 'hours': '16:00–1:00'}, {'day': 'lunes', 'hours': '18:00–1:00'}, {'day': 'martes', 'hours': '18:00–1:00'}, {'day': 'miércoles', 'hours': '18:00–1:00'}, {'day': 'jueves', 'hours': '18:00–1:00'}]",Amigable con la comunidad LGTBI+,https://lh5.googleusercontent.com/p/AF1QipNRhZ2J_PcoiqGmbd42_CBvVPqnp5jnizlVSiPT=w138-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipOBaGMt8IQWP6v9YMO3_zU8YlV703HJGIH7sB3T=w426-h240-k-no
Believe Club Barcelona,Discoteca,Barcelona,"Carrer de Balmes, 56, L'Eixample, 08011 Barcelona",thebelieve.club,hola@believegroup.cat,679115105,3.5,577,NOT_FOUND,"[{'day': 'viernes', 'hours': '0:00–5:0023:00–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0023:00–24:00'}, {'day': 'domingo', 'hours': '0:00–6:0023:00–24:00'}, {'day': 'lunes', 'hours': '0:00–5:0023:00–24:00'}, {'day': 'martes', 'hours': '0:00–5:0023:00–24:00'}, {'day': 'miércoles', 'hours': '0:00–5:0023:00–24:00'}, {'day': 'jueves', 'hours': '0:00–5:0023:00–24:00'}]",Carta,https://lh5.googleusercontent.com/p/AF1QipNxhjfpQc555KWW3SeQQNQYUYVCPJKhHrr5xMvK=w138-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipNz3Kft9eIYp61oPa8SsmsPPmmuOv3kujbxSGNy=w408-h272-k-no
Bar Odisea 5.0,Bar musical,NO_CITY,"Carrer de Barcelona, 49, 08901 L'Hospitalet de Llobregat, Barcelona",wa.link,NO_EMAIL,689024401,4.2,576,NOT_FOUND,"[{'day': 'viernes', 'hours': '21:00–3:00'}, {'day': 'sábado', 'hours': '19:00–3:00'}, {'day': 'domingo', 'hours': '19:00–2:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': '21:00–2:00'}, {'day': 'jueves', 'hours': '21:00–2:00'}]",Carta,https://lh5.googleusercontent.com/p/AF1QipOc4924CZu19ORaK3M3F2SbPvk9pPd4krk9dXOH=w138-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipPUM1hc0SjoH6TAH-PNGyoP2iMYq0BKlsciEDYc=w408-h544-k-no
Four Elements Shisha Lounge Barcelona,Bar con narguiles,Barcelona,"Carrer de Laforja, 61, Sarrià-Sant Gervasi, 08021 Barcelona",4elementslounge.com,info@4foureelementslaunge.com,930251461,4.8,575,NOT_FOUND,"[{'day': 'viernes', 'hours': '13:00–1:00'}, {'day': 'sábado', 'hours': '13:00–1:00'}, {'day': 'domingo', 'hours': '13:00–1:00'}, {'day': 'lunes', 'hours': '13:00–1:00'}, {'day': 'martes', 'hours': '13:00–1:00'}, {'day': 'miércoles', 'hours': '13:00–1:00'}, {'day': 'jueves', 'hours': '13:00–1:00'}]",NOT_FOUND,https://lh5.googleusercontent.com/p/AF1QipOBbjDxDPoFfPw6JL8anvWNOWUPudSmM9Rx9cRi=w80-h141-k-no,https://lh5.googleusercontent.com/p/AF1QipMlYBEz6rT0ZyuD0pQHKDHv_CIP_uRvoW9_KFro=w408-h298-k-no
Cocktelería Mary Pickford,Coctelería,L'Hospitalet de Llobregat,"Carrer d'Enric Prat de la Riba, 246, 08901 L'Hospitalet de Llobregat, Barcelona",facebook.com,NO_EMAIL,933379165,4.6,565,NOT_FOUND,"[{'day': 'viernes', 'hours': '19:00–3:00'}, {'day': 'sábado', 'hours': '19:00–3:00'}, {'day': 'domingo', 'hours': '19:00–2:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': '19:00–2:00'}, {'day': 'jueves', 'hours': '19:00–2:00'}]",NOT_FOUND,https://lh5.googleusercontent.com/p/AF1QipMu0NoFG4pk6r7LNDuNl_d8m3Y9Ub8CoIxdoxWA=w122-h92-k-no,https://lh3.googleusercontent.com/p/AF1QipN7jEuRu2Gjhg6TSclI7D8hw-2JEDba66LBuBRk=w408-h240-k-no-pi0-ya60-ro0-fo100
Almirall,Bar,Barcelona,"Carrer d'Aragó, 625, Sant Martí, 08026 Barcelona",facebook.com,NO_EMAIL,677575868,3.8,540,NOT_FOUND,"[{'day': 'viernes', 'hours': '8:30–2:30'}, {'day': 'sábado', 'hours': '9:00–2:30'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': '8:30–23:30'}, {'day': 'martes', 'hours': '8:30–23:30'}, {'day': 'miércoles', 'hours': '8:30–23:30'}, {'day': 'jueves', 'hours': '8:30–23:30'}]",Reclamar esta empresa,https://lh5.googleusercontent.com/p/AF1QipMIC20clmsCX-SUJnFYjVEhJUllyRhPO62myAps=w122-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipMNRquXkiX-CxqXWwgPa1exXSkdsS5WomIK0PuJ=w408-h306-k-no
CASA FIGARI // Bar de Jazz,Club de jazz,Barcelona,"Carrer del Torrent de l'Olla, 141, Gràcia, 08012 Barcelona",casafigari.com,NO_EMAIL,930049975,4.5,534,NOT_FOUND,"[{'day': 'viernes', 'hours': '20:00–2:30'}, {'day': 'sábado', 'hours': '20:00–2:30'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': '20:00–2:00'}, {'day': 'miércoles', 'hours': '20:00–2:00'}, {'day': 'jueves', 'hours': '20:00–2:00'}]",Amigable con la comunidad LGTBI+,https://lh5.googleusercontent.com/p/AF1QipPcERVJDOHsq-6wkk0aZnMnAMIU8_0Rob_Rdoo2=w80-h106-k-no,https://lh5.googleusercontent.com/p/AF1QipOAafYc60Eu8x_KVJG251InVTXD537PB6V1cBhp=w426-h240-k-no
14 De La Rosa,Bar,Barcelona,"Carrer de Martínez de la Rosa, 14, Gràcia, 08012 Barcelona",14delarosa.com,info@14delarosa.com,NO_PHONE,4.8,508,NOT_FOUND,"[{'day': 'viernes', 'hours': '18:00–2:30'}, {'day': 'sábado', 'hours': '18:00–2:30'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': '18:00–1:30'}, {'day': 'martes', 'hours': '18:00–1:30'}, {'day': 'miércoles', 'hours': '18:00–1:30'}, {'day': 'jueves', 'hours': '18:00–1:30'}]",Amigable con la comunidad LGTBI+,https://lh5.googleusercontent.com/p/AF1QipPUawqydTNJAIesh-UnqkmHy1sAJIm5To1LXJg7=w128-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipO33jr3OUHobHCdS5z_5MaZsHFxlbvthtVezXrQ=w408-h544-k-no
Juanchito,Discoteca,NO_CITY,"Carrer d'Enric Prat de la Riba, 61, 08901 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,,NO_PHONE,3.9,496,NOT_FOUND,"[{'day': 'viernes', 'hours': '23:00–24:00'}, {'day': 'sábado', 'hours': '0:00–17:0023:00–24:00'}, {'day': 'domingo', 'hours': '0:00–17:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}]",NOT_FOUND,https://lh5.googleusercontent.com/p/AF1QipO6ec-IT7YRMI_g3f5goc7Sc777X0jshEnO4pAZ=w122-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipM6xDhlidUzrBdSvHONQ2N0FqK9nVi2kLTUVuQ_=w408-h544-k-no
Bar Viu,Bar,Barcelona,"Carrer de la Perla, 26, Gràcia, 08012 Barcelona",m.facebook.com,NO_EMAIL,937609458,4.5,493,"Local pequeño y animado lleno de cuadros, donde tomar tapas clásicas, cerveza y vino con música en directo.","[{'day': 'viernes', 'hours': '18:00–2:30'}, {'day': 'sábado', 'hours': '18:00–2:30'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': '18:00–1:00'}, {'day': 'miércoles', 'hours': '18:00–1:00'}, {'day': 'jueves', 'hours': '18:00–2:30'}]",NOT_FOUND,https://lh5.googleusercontent.com/p/AF1QipM4Uhp0DyTtzvPip_9Lr5fcXiEC1anlQcpqQ_Cs=w137-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipNp_IFm3mNUZgtXVHsGk1OFjAgGXQtH62ZodRA8=w408-h306-k-no
De Copas,Bar,NO_CITY,"Carrer de Bruniquer, 65, Gràcia, 08024 Barcelona",NO_WEBSITE,,NO_PHONE,3.8,469,NOT_FOUND,"[{'day': 'viernes', 'hours': '18:00–3:00'}, {'day': 'sábado', 'hours': '18:00–3:00'}, {'day': 'domingo', 'hours': '18:00–2:00'}, {'day': 'lunes', 'hours': '18:00–2:00'}, {'day': 'martes', 'hours': '18:00–2:00'}, {'day': 'miércoles', 'hours': '18:00–2:00'}, {'day': 'jueves', 'hours': '18:00–2:00'}]",NOT_FOUND,https://lh5.googleusercontent.com/p/AF1QipPi9mxcZbcjPmHG9DYlCO6BXwNVisLQwIG6GA52=w80-h102-k-no,https://lh5.googleusercontent.com/p/AF1QipPQfBUR62CaOL9h-hgLLzwbd6k0TGCoCct6c4bC=w408-h884-k-no
Bar Raïm,Bar,NO_CITY,"Carrer de Siracusa, 4, Gràcia, 08012 Barcelona",NO_WEBSITE,,NO_PHONE,4.3,465,NOT_FOUND,"[{'day': 'viernes', 'hours': '22:00–2:00'}, {'day': 'sábado', 'hours': '22:00–2:00'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': '22:00–1:30'}]",NOT_FOUND,https://lh5.googleusercontent.com/p/AF1QipPTSSzrcYDhReHUc9MxOO4ahibHgqrYLbmAti_e=w163-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipMhUD9gC05LBIhauLvlwNhNQglcSoVs0_lvvCHS=w408-h320-k-no
A Viva Voz | Muntaner,Karaoke,Barcelona,"C/ de Muntaner, 414, Sarrià-Sant Gervasi, 08006 Barcelona",barcelonakaraoke.com,NO_EMAIL,620805745,4.2,461,NOT_FOUND,NOT_FOUND,Cerrado ⋅ Apertura: 19:00,https://lh5.googleusercontent.com/p/AF1QipNqJaIEFifs1Vaqnmh_iLMEXAGInlJYYTU8oy13=w131-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipMj2QvAJBvuOP_CnLoPLRVwlDedAt_n9BXBJCZw=w426-h240-k-no
The Secret Garden Restaurant & Lounge Club,Restaurante,Barcelona,"Carrer de Salvador Espriu, 79, Sant Martí, 08005 Barcelona",thesecretgardenbcn.es,NO_EMAIL,641464872,4.7,456,NOT_FOUND,"[{'day': 'viernes', 'hours': '20:00–3:00'}, {'day': 'sábado', 'hours': '20:00–3:00'}, {'day': 'domingo', 'hours': '20:00–3:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': '20:00–3:00'}, {'day': 'jueves', 'hours': '20:00–3:00'}]",Carta,https://lh5.googleusercontent.com/p/AF1QipMvahzYYwLAsP6wBC31fXCRIqbjH29uMDXmjhtb=w122-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipNKHnU7Aonh4iTTBaHkr3gctuZC7p7FcHgidRpG=w408-h272-k-no
Canapé Premium Music Bar,Bar musical,NO_CITY,"Carrer de la Muntanya, 34, Sant Martí, 08026 Barcelona",NO_WEBSITE,,NO_PHONE,3.9,428,NOT_FOUND,"[{'day': 'viernes', 'hours': '21:00–3:30'}, {'day': 'sábado', 'hours': '21:00–3:30'}, {'day': 'domingo', 'hours': '17:00–3:00'}, {'day': 'lunes', 'hours': '21:00–3:00'}, {'day': 'martes', 'hours': '21:00–3:00'}, {'day': 'miércoles', 'hours': '21:00–3:00'}, {'day': 'jueves', 'hours': '21:00–3:00'}]",NOT_FOUND,https://lh5.googleusercontent.com/p/AF1QipN98eEjtc1dsgIjLeSMQuLs6zBwP9f91KGDHRXl=w122-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipPLLv4N4pGo9s5SGQN4orr2yk2JX70GCaD95tE-=w408-h306-k-no
PAU DE SARRIÀ.,Bar restaurante,Barcelona,"Plaça Sant Vicenç de Sarrià, 1, Sarrià-Sant Gervasi, 08017 Barcelona",instagram.com,NO_EMAIL,932031052,4.2,413,NOT_FOUND,"[{'day': 'viernes', 'hours': '8:00–24:00'}, {'day': 'sábado', 'hours': '8:00–24:00'}, {'day': 'domingo', 'hours': '8:00–24:00'}, {'day': 'lunes', 'hours': '12:00–24:00'}, {'day': 'martes', 'hours': '8:00–24:00'}, {'day': 'miércoles', 'hours': '8:00–24:00'}, {'day': 'jueves', 'hours': '8:00–24:00'}]",NOT_FOUND,https://lh5.googleusercontent.com/p/AF1QipOFahhdA-0Hj0uGxzAWy75fQygun4PNFG-XR0MN=w122-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipM53Sld-SHh8fON_TND2GXS8kiBtVHMXBTuByAJ=w408-h307-k-no
NIGHT & DAY,Pub,NO_CITY,"Carrer dels Almogàvers, 62, Sant Martí, 08018 Barcelona",linktr.ee,NO_EMAIL,622380323,4.2,410,"Discoteca con zona de sofás tipo chill out más cachimbas y música de bachata, reggaeton, salsa o house.","[{'day': 'viernes', 'hours': '20:00–4:00'}, {'day': 'sábado', 'hours': '20:00–4:00'}, {'day': 'domingo', 'hours': '20:00–3:00'}, {'day': 'lunes', 'hours': '20:00–3:00'}, {'day': 'martes', 'hours': '20:00–3:00'}, {'day': 'miércoles', 'hours': '20:00–3:00'}, {'day': 'jueves', 'hours': '20:00–3:00'}]",Carta,https://lh5.googleusercontent.com/p/AF1QipMoPGXoK07YAwfGkppjnc-z7vU668b9bLHODRgl=w122-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipMoPGXoK07YAwfGkppjnc-z7vU668b9bLHODRgl=w408-h306-k-no
Night Barcelona,Bar gay,Barcelona,"Carrer de la Diputació, 161, L'Eixample, 08015 Barcelona",nightbarcelona.net,NO_EMAIL,935031701,4.1,409,"Bar gay muy animado, con hora feliz los jueves por la noche, famoso por los cócteles y el cruising.","[{'day': 'viernes', 'hours': '18:00–3:00'}, {'day': 'sábado', 'hours': '18:00–3:00'}, {'day': 'domingo', 'hours': '18:00–2:30'}, {'day': 'lunes', 'hours': '18:00–2:30'}, {'day': 'martes', 'hours': '18:00–2:30'}, {'day': 'miércoles', 'hours': '18:00–2:30'}, {'day': 'jueves', 'hours': '18:00–2:30'}]",Carta,https://lh5.googleusercontent.com/p/AF1QipPgJxMbmKdFq2rCanpeafuH7NkV61Man7FAQ8Rh=w138-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipP23f0m5j-mvp9cRlcrYj_OGVVNEFBXYCKcNQKU=w408-h544-k-no
Bar Falstaff,Bar musical,Barcelona,"Carrer de Venus, 3, Gràcia, 08012 Barcelona",barfalstaff.com,info@barfalstaff.com,695866246,4.2,398,"Bar musical de estilo informal con actuaciones en directo, bailes los fines de semana, cervezas artesanales y elaborados cócteles.","[{'day': 'viernes', 'hours': '20:00–3:00'}, {'day': 'sábado', 'hours': '20:00–3:00'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': '20:30–2:30'}, {'day': 'jueves', 'hours': '20:30–2:30'}]",Amigable con la comunidad LGTBI+,https://lh5.googleusercontent.com/p/AF1QipOi1E72TKFdA-AKLXjqxAUEp2jVHgCcNnk7of9C=w122-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipPiu5_31g3ltjqmfIx1XHKvG4vuYm4D4eRxmmYP=w408-h544-k-no
Karaoke Rooms Barcelona,Karaoke,NO_CITY,Reservar una mesa,"Av. del Carrilet, 237, 08907 L'Hospitalet de Llobregat, Barcelona",NO_EMAIL,675923826,4.6,393,NOT_FOUND,"[{'day': 'viernes', 'hours': '10:00–2:00'}, {'day': 'sábado', 'hours': '10:00–2:00'}, {'day': 'domingo', 'hours': '10:00–24:00'}, {'day': 'lunes', 'hours': '9:00–17:00'}, {'day': 'martes', 'hours': '10:00–24:00'}, {'day': 'miércoles', 'hours': '10:00–24:00'}, {'day': 'jueves', 'hours': '10:00–24:00'}]",Carta,https://lh5.googleusercontent.com/p/AF1QipMsCjh9G20qci8QQ-pUYfhPCUM8oVdz5NVG_spi=w124-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipOZ3gEh88jeQiJ_LDWSBPelTDFyUUQidzI-u5wI=w408-h272-k-no
Quatre Cocteleria,Coctelería,NO_CITY,"Carrer de Lincoln, 3, Sarrià-Sant Gervasi, 08006 Barcelona",quatrecocteleria.com,cuatrebarcafe@gmail.com,645320677,4.9,388,NOT_FOUND,NOT_FOUND,Carta,https://lh5.googleusercontent.com/p/AF1QipM1GWnGYlvLMC4xYUVfmBsTLXjUqLF76_NHv1xk=w163-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipM1GWnGYlvLMC4xYUVfmBsTLXjUqLF76_NHv1xk=w427-h240-k-no
El Cinco Club Barcelona,Discoteca,NO_CITY,"Plaça de Joan Llongueras, 5, Sarrià-Sant Gervasi, 08021 Barcelona",elcinco.barcelona,NO_EMAIL,938580813,3.8,361,NOT_FOUND,"[{'day': 'viernes', 'hours': '0:00–5:0023:55–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0023:55–24:00'}, {'day': 'domingo', 'hours': '0:00–6:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': '23:55–24:00'}]",Reservar una mesa,https://lh5.googleusercontent.com/p/AF1QipNR1EwxMhXIQ3_w36MkcXEIvjzoLL3pMuabfrfe=w138-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipOSJk4Wa1ywEvBGbrqBRz0RONLVgb8pc2DVSKjC=w408-h272-k-no
Swinger Club Oops Barcelona,Club nocturno,Barcelona,"Carrer d'Anglí, 69, Distrito de Sarrià-Sant Gervasi, 08017 Barcelona",oops.barcelona,NO_EMAIL,665138734,4.0,359,NOT_FOUND,"[{'day': 'viernes', 'hours': '0:00–5:0023:00–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0023:00–24:00'}, {'day': 'domingo', 'hours': '0:00–7:0023:00–24:00'}, {'day': 'lunes', 'hours': '0:00–5:0023:00–24:00'}, {'day': 'martes', 'hours': '0:00–5:0023:00–24:00'}, {'day': 'miércoles', 'hours': '0:00–5:0023:00–24:00'}, {'day': 'jueves', 'hours': '0:00–5:0023:00–24:00'}]",Amigable con la comunidad LGTBI+,https://lh5.googleusercontent.com/p/AF1QipNTM2ISGCZvHWnptCSgzD8PyVpPnzvER7VC8P1l=w142-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipMI3k7s9D0Js4Rl_awwUevwGQ9Bgt5zxrQSFXnF=w408-h271-k-no
Los Tilos BCN,Salón para eventos,Barcelona,"Passeig dels Til·lers, 1, Les Corts, 08034 Barcelona",lostilosbcn.com,info@lostilosbcn.com,639375251,3.8,355,Diversos salones y jardín en exclusiva casa modernista donde tomar una copa o celebrar un evento.,"[{'day': 'viernes', 'hours': '10:00–15:00'}, {'day': 'sábado', 'hours': '10:00–15:00'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': '10:00–20:00'}, {'day': 'martes', 'hours': '10:00–20:00'}, {'day': 'miércoles', 'hours': '10:00–20:00'}, {'day': 'jueves', 'hours': '10:00–20:00'}]",Reservar una mesa,https://lh5.googleusercontent.com/p/AF1QipM2C1Bpz4wPKf27XTyY4LfMfb9mGIlO0oVe9M-4=w122-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipMchXjwNxXHCQ1aIIf0jgC04XVzDq2YBj6L7Rp4=w408-h270-k-no
